Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Food and drink,Online boarding,Inflight entertainment,On-board service,Leg room service,Inflight service,Departure Delay in Minutes,Arrival Delay in Minutes,Churn
2,4,4,2,2,2,2,3,3,0,2,Churn
2,1,3,4,3,4,1,1,3,2,0,Churn
1,1,1,2,5,2,2,2,2,0,0,Not churn
3,4,3,3,1,3,3,3,3,10,7,Not churn
5,5,5,4,4,5,5,5,5,0,0,Not churn
4,4,4,4,5,5,5,5,5,0,0,Not churn
3,3,3,4,4,4,3,3,4,0,0,Not churn
1,1,1,3,5,3,3,3,3,0,0,Not churn
2,2,2,3,2,3,5,5,5,5,4,Churn
4,3,3,4,4,4,3,2,1,0,17,Not churn
2,2,2,1,2,1,3,2,3,0,0,Churn
2,4,4,2,2,2,2,4,4,40,34,Churn
0,0,0,5,4,4,4,4,4,0,0,Not churn
3,4,3,5,5,4,4,3,4,0,0,Churn
2,3,3,4,3,4,5,3,4,0,0,Churn
3,0,3,2,3,2,4,3,5,0,0,Churn
3,4,4,2,4,2,2,1,4,0,0,Churn
2,5,5,4,3,2,2,2,2,16,50,Churn
3,5,3,3,3,4,5,4,3,138,153,Churn
1,2,1,2,1,2,2,5,3,0,0,Churn
3,4,1,3,3,3,2,5,3,3,6,Churn
3,5,5,3,3,3,1,5,3,0,0,Churn
3,3,3,3,1,5,5,3,5,0,6,Churn
1,5,1,3,1,3,5,4,5,0,0,Churn
3,3,3,3,3,3,3,4,5,0,0,Not churn
2,4,2,2,2,2,5,3,5,4,0,Churn
4,4,3,5,3,5,5,2,5,29,19,Churn
4,3,4,5,4,5,2,1,3,0,20,Churn
2,4,2,5,2,5,5,2,2,0,0,Churn
1,2,2,1,1,1,3,3,3,55,43,Churn
2,4,2,3,3,1,1,2,1,1,0,Churn
3,1,1,3,3,3,4,2,3,0,0,Churn
2,2,5,4,4,4,3,2,5,10,0,Not churn
3,5,3,3,3,4,4,4,3,182,160,Churn
4,5,4,4,4,3,3,4,4,0,0,Churn
0,4,1,2,4,4,4,4,4,0,0,Not churn
3,4,4,3,2,3,3,3,3,0,0,Not churn
3,3,3,4,5,5,5,5,5,0,3,Not churn
2,2,2,3,2,3,3,2,3,0,0,Churn
4,5,1,2,3,4,4,4,4,28,29,Churn
2,2,2,3,2,3,2,4,4,0,2,Churn
5,4,4,5,5,5,4,2,3,57,44,Not churn
2,4,2,3,2,3,4,4,3,0,0,Churn
4,0,5,4,5,4,3,4,4,1,0,Not churn
4,5,4,4,4,5,5,4,5,2,4,Not churn
5,5,5,5,5,4,4,4,4,0,0,Not churn
1,4,0,5,0,5,2,3,3,0,0,Churn
0,5,0,4,0,4,5,2,4,68,63,Not churn
5,5,5,5,5,5,2,3,3,0,0,Not churn
3,3,3,1,1,5,5,5,5,20,0,Not churn
3,3,3,3,3,5,5,5,5,98,90,Not churn
2,4,2,3,4,5,5,2,5,0,0,Churn
3,3,3,4,3,4,4,1,4,0,0,Churn
1,1,1,2,5,4,4,4,4,2,0,Not churn
4,4,3,5,5,4,4,4,4,0,0,Not churn
5,5,5,2,5,4,4,4,4,5,10,Not churn
3,5,5,4,4,3,3,2,3,0,0,Churn
2,2,2,2,2,2,5,5,1,3,9,Churn
5,4,5,2,3,5,5,5,5,0,0,Not churn
2,2,2,5,5,5,5,5,5,0,0,Not churn
2,4,2,4,4,5,5,2,5,0,0,Churn
3,3,3,5,5,4,4,4,4,4,3,Not churn
4,2,4,5,4,5,4,5,3,3,8,Churn
5,0,5,5,5,5,3,2,4,0,0,Not churn
4,4,4,5,4,5,5,5,5,23,4,Not churn
3,3,3,1,3,4,4,4,4,0,22,Not churn
1,4,4,1,1,1,1,1,1,0,3,Churn
5,5,5,2,3,4,4,4,4,0,0,Not churn
4,2,2,5,4,4,4,4,4,44,32,Churn
3,3,3,4,5,5,5,5,5,1,0,Not churn
5,5,0,2,0,2,3,4,4,3,0,Not churn
3,3,3,5,4,5,5,5,5,29,23,Not churn
1,1,1,4,4,4,1,4,3,0,0,Not churn
1,2,2,1,1,1,4,2,3,0,0,Churn
4,3,3,4,4,4,4,4,4,0,19,Churn
3,5,3,3,1,4,4,3,4,0,0,Churn
3,1,5,3,3,3,1,4,3,0,0,Churn
3,1,5,4,3,3,3,3,3,0,19,Churn
4,2,4,1,4,1,1,2,3,0,0,Churn
2,3,2,1,3,3,3,2,3,0,0,Churn
4,4,4,4,3,5,5,5,5,14,13,Not churn
5,5,5,3,5,3,5,3,4,0,0,Not churn
2,4,4,2,2,2,2,2,2,0,0,Churn
3,5,3,3,4,5,5,3,5,0,0,Churn
5,3,3,5,5,5,2,4,2,0,0,Not churn
3,3,3,3,3,3,2,2,4,0,5,Churn
3,3,3,5,5,5,5,5,5,169,184,Not churn
3,1,1,3,3,3,4,5,4,96,91,Churn
5,5,5,3,4,2,2,2,2,13,0,Not churn
2,2,2,5,2,5,5,2,1,42,30,Churn
4,3,4,5,4,5,4,2,3,0,0,Not churn
2,2,2,5,4,4,4,5,4,0,0,Not churn
4,4,4,2,2,5,4,5,5,0,0,Not churn
1,1,1,2,4,2,2,2,2,0,0,Not churn
5,5,5,2,4,5,5,5,5,0,0,Not churn
3,3,3,5,4,5,5,5,5,0,0,Not churn
3,3,3,3,3,3,3,3,4,0,0,Churn
1,2,1,4,1,4,2,1,3,2,9,Churn
2,4,2,2,3,5,2,3,4,159,134,Churn
2,1,2,1,2,1,4,1,4,3,0,Churn
0,0,0,5,1,1,1,1,1,0,0,Not churn
3,4,3,5,3,5,4,5,4,0,1,Churn
4,4,4,5,4,5,5,5,5,67,65,Not churn
3,5,3,4,3,4,5,5,2,4,2,Churn
1,5,5,3,3,1,1,1,1,17,16,Churn
1,1,1,3,1,3,4,3,5,0,0,Churn
4,5,4,5,1,2,2,4,2,0,0,Not churn
4,4,4,3,4,3,5,4,5,0,0,Churn
4,2,1,4,4,4,4,1,3,14,0,Not churn
4,0,4,1,4,1,5,3,5,0,0,Not churn
3,3,3,4,3,4,4,3,5,0,0,Churn
1,1,1,2,1,2,1,4,4,18,16,Churn
0,4,0,3,0,3,3,5,1,54,31,Not churn
1,4,0,3,0,3,3,5,4,27,20,Churn
3,3,3,4,4,4,3,3,4,0,0,Not churn
2,5,2,1,2,1,2,5,2,0,0,Churn
3,3,3,2,5,2,2,2,2,0,0,Not churn
3,5,3,5,3,5,3,3,4,0,1,Churn
3,3,3,4,5,4,4,4,4,6,37,Not churn
4,3,0,1,0,1,2,4,3,3,7,Churn
5,4,5,5,5,5,3,1,4,0,0,Not churn
3,3,3,4,4,4,4,5,4,10,1,Not churn
1,1,1,4,3,1,1,1,1,0,0,Churn
5,3,4,5,5,5,3,4,5,0,0,Not churn
5,5,5,5,5,5,4,5,5,48,28,Not churn
1,4,1,2,1,2,3,4,4,0,0,Churn
2,2,2,2,4,4,4,4,4,32,14,Not churn
5,3,3,5,5,4,3,2,2,0,0,Not churn
3,4,3,3,3,3,4,2,5,0,0,Churn
4,4,4,3,5,5,5,5,5,0,0,Not churn
4,4,4,4,4,4,3,4,5,10,9,Not churn
4,2,2,3,2,5,5,4,5,0,0,Not churn
2,1,2,1,2,1,2,1,3,0,12,Churn
2,4,2,4,4,4,3,5,4,0,0,Not churn
3,3,3,4,5,4,4,5,4,0,0,Not churn
3,4,4,3,4,3,5,1,3,14,0,Not churn
2,4,2,1,2,1,3,2,5,0,0,Churn
2,0,2,4,2,4,4,1,2,9,0,Churn
5,5,5,5,5,5,3,3,5,17,5,Not churn
3,3,3,5,3,5,3,1,4,1,0,Churn
1,1,1,2,4,4,4,4,4,0,0,Not churn
2,2,4,2,2,2,4,1,1,34,18,Churn
4,2,4,4,5,4,4,2,5,0,0,Not churn
3,5,0,3,0,3,5,2,4,1,0,Churn
3,3,3,1,3,1,3,1,5,0,0,Churn
1,5,2,1,2,1,5,5,5,4,8,Churn
3,5,5,3,3,1,1,1,1,92,80,Churn
3,0,3,3,3,3,4,3,4,0,0,Churn
5,5,5,5,5,5,1,1,5,0,15,Not churn
4,4,4,3,4,4,4,4,4,0,0,Not churn
5,0,5,3,5,3,3,5,4,22,0,Not churn
3,3,3,2,5,5,5,5,5,0,6,Not churn
1,1,1,4,4,5,5,5,5,0,0,Not churn
3,2,2,3,3,3,4,5,3,2,10,Churn
4,5,5,2,5,2,3,4,4,0,0,Not churn
4,4,4,3,4,3,3,4,4,2,0,Churn
4,4,4,5,4,5,4,3,4,0,0,Not churn
4,4,4,4,3,4,4,4,4,0,0,Churn
5,5,5,3,4,4,4,4,4,0,0,Not churn
4,1,1,1,4,4,4,4,4,0,0,Churn
3,4,4,4,4,4,4,3,4,0,0,Churn
3,2,3,2,3,2,3,2,3,0,0,Churn
4,4,4,5,4,5,1,2,5,36,30,Churn
4,4,4,4,4,4,3,4,5,16,9,Not churn
2,2,2,3,2,3,2,1,3,0,8,Churn
3,5,3,5,3,5,3,2,4,0,8,Churn
4,4,4,2,4,5,5,5,5,27,22,Not churn
4,1,1,5,4,5,4,5,3,0,0,Churn
2,5,5,2,4,2,2,2,2,53,44,Churn
1,1,1,3,3,3,4,2,4,4,0,Not churn
1,4,1,3,1,3,5,5,4,0,5,Churn
4,5,4,4,4,4,5,2,4,0,0,Churn
4,5,4,1,4,1,3,5,4,0,0,Churn
4,1,3,3,3,3,3,1,4,4,4,Churn
3,3,3,4,4,3,5,5,5,0,40,Not churn
1,4,0,3,0,3,2,3,5,10,0,Churn
4,4,4,4,4,5,5,5,5,13,0,Not churn
3,4,4,3,3,3,4,1,4,0,8,Churn
2,1,1,4,2,4,3,3,2,0,0,Churn
1,1,1,3,1,3,3,4,5,2,2,Churn
2,4,2,2,5,4,4,4,4,0,0,Churn
5,5,5,5,5,5,3,2,5,0,0,Not churn
4,2,4,4,4,4,1,1,2,0,0,Churn
5,5,5,2,5,5,5,5,5,3,3,Not churn
2,1,1,2,2,2,4,1,3,25,31,Churn
4,4,4,4,5,4,4,4,4,8,9,Not churn
3,0,3,2,3,2,1,2,3,0,23,Churn
4,4,4,5,4,5,4,5,5,31,5,Not churn
3,5,3,1,3,1,1,1,5,0,0,Churn
3,5,3,1,3,1,2,1,3,17,19,Churn
2,5,2,2,5,2,2,2,2,0,8,Churn
5,5,5,5,5,5,3,4,4,0,0,Not churn
1,5,1,4,5,5,5,1,5,18,0,Churn
1,1,1,2,1,2,4,3,4,25,5,Churn
1,1,1,4,4,4,4,4,4,0,0,Not churn
3,5,3,4,4,3,3,3,3,82,75,Churn
1,0,0,4,3,5,5,0,5,0,0,Churn
5,5,5,5,5,4,4,4,4,20,0,Not churn
3,5,3,3,3,4,2,5,3,112,143,Churn
3,3,3,4,3,4,4,4,4,0,0,Not churn
2,5,2,2,4,4,4,2,4,58,70,Churn
1,5,1,3,1,3,4,5,4,0,0,Churn
1,3,5,1,1,1,1,5,4,6,21,Churn
3,3,3,2,4,5,5,5,5,36,22,Not churn
3,1,3,4,3,3,3,3,3,0,0,Churn
1,1,3,5,5,5,2,5,4,0,0,Not churn
2,1,2,5,2,5,3,1,3,14,0,Churn
3,4,3,4,5,5,5,3,5,0,0,Churn
0,0,0,4,4,2,2,2,2,6,44,Not churn
3,4,4,2,3,3,3,3,3,67,73,Churn
5,5,5,3,5,4,4,4,4,8,0,Not churn
1,1,1,5,5,3,3,4,5,146,145,Not churn
2,5,2,5,2,5,5,3,5,38,37,Churn
3,2,2,3,3,3,2,2,4,31,27,Churn
4,4,1,4,4,4,1,5,3,0,0,Churn
3,4,3,3,3,3,2,1,4,0,0,Churn
2,2,2,4,5,5,5,5,5,30,25,Not churn
2,2,2,3,5,4,4,4,4,1,0,Not churn
4,4,4,4,5,5,5,5,5,2,37,Not churn
4,5,5,4,3,4,4,3,4,55,43,Churn
2,4,4,4,3,2,2,2,2,0,0,Churn
1,1,1,5,4,4,4,4,4,1,0,Not churn
1,1,1,1,1,1,2,3,3,7,0,Churn
3,3,3,2,4,4,4,5,4,2,2,Not churn
1,1,1,5,5,5,3,3,4,0,0,Not churn
1,3,1,4,4,1,1,1,1,0,0,Churn
3,4,0,3,0,3,5,5,4,0,0,Churn
3,5,3,3,3,3,5,3,4,28,44,Churn
1,1,5,5,5,4,4,4,4,0,0,Not churn
1,3,1,4,3,2,2,1,2,0,0,Churn
3,2,3,3,3,3,1,3,4,0,0,Churn
5,1,1,4,4,5,5,4,5,0,9,Churn
1,4,1,5,1,5,4,3,4,18,0,Churn
3,3,3,1,5,3,3,4,3,0,2,Not churn
3,3,3,2,5,4,4,4,4,0,0,Not churn
3,3,3,3,3,2,2,3,2,152,163,Churn
4,5,4,2,3,2,2,1,2,0,0,Churn
5,5,5,2,5,2,5,2,5,1,0,Not churn
2,4,2,2,2,2,4,4,3,0,0,Churn
2,4,2,5,2,5,3,4,5,25,21,Churn
1,1,1,5,1,5,5,5,3,0,0,Churn
2,5,2,2,2,2,4,5,2,0,4,Churn
5,2,5,1,5,1,2,2,3,1,0,Not churn
5,5,4,2,4,4,4,4,4,0,3,Not churn
1,1,4,5,5,4,4,4,4,0,0,Not churn
2,3,3,2,2,2,2,2,2,30,22,Churn
2,2,2,4,4,5,2,3,4,14,0,Not churn
2,2,2,1,2,1,3,2,4,0,0,Not churn
4,3,3,4,3,4,4,3,4,0,0,Churn
2,2,2,2,3,2,1,3,3,0,4,Churn
3,1,3,1,3,1,4,1,3,0,0,Churn
3,4,3,3,3,5,5,3,5,0,0,Churn
5,5,5,4,4,4,3,3,5,13,12,Not churn
5,0,5,3,5,3,5,2,5,0,0,Not churn
4,4,4,4,2,3,5,4,5,0,0,Not churn
2,4,2,2,5,1,5,4,1,146,140,Churn
5,4,5,5,4,5,3,5,3,23,17,Churn
2,5,2,2,5,5,4,4,5,0,24,Churn
2,5,2,3,2,3,3,2,4,0,0,Churn
2,2,2,2,3,5,5,5,5,0,0,Not churn
1,5,5,1,2,1,4,5,3,7,17,Churn
4,4,4,5,4,5,3,2,4,0,0,Churn
2,2,2,4,5,5,5,5,5,0,0,Not churn
4,4,4,3,2,4,4,4,4,0,2,Churn
0,0,0,4,0,4,4,1,3,0,0,Not churn
5,5,5,4,4,4,3,2,4,0,0,Not churn
1,2,1,1,1,5,5,1,5,0,0,Churn
3,4,3,4,4,4,4,4,4,0,0,Not churn
5,5,5,4,4,4,4,2,4,0,0,Not churn
2,3,2,5,3,4,4,2,4,0,0,Churn
3,4,3,4,3,4,3,2,5,1,6,Churn
4,3,3,4,4,4,5,1,4,0,33,Not churn
4,4,4,4,4,4,4,5,4,10,1,Not churn
4,4,4,5,4,5,5,5,5,3,0,Not churn
2,2,4,5,4,5,5,5,5,0,0,Not churn
0,4,0,4,0,4,3,4,4,0,0,Not churn
3,4,4,3,3,3,2,2,3,0,0,Churn
1,1,1,4,4,5,5,5,5,5,0,Not churn
2,2,2,3,5,5,5,5,5,0,0,Not churn
1,1,1,3,3,4,4,1,4,20,23,Churn
3,0,2,3,2,3,3,4,2,0,0,Churn
3,4,3,3,1,5,5,3,5,0,0,Churn
5,5,2,2,4,5,5,5,5,16,17,Not churn
1,4,1,1,1,1,3,2,3,4,0,Churn
1,3,1,3,3,3,3,1,3,10,13,Churn
3,4,3,1,3,1,5,5,5,0,0,Churn
1,2,0,4,0,4,2,3,4,11,13,Churn
3,4,3,5,3,5,2,4,4,0,0,Churn
1,1,1,2,5,5,5,5,5,0,0,Not churn
5,5,5,2,2,5,5,5,5,0,0,Not churn
4,4,4,4,5,4,5,4,2,0,0,Not churn
2,4,2,5,2,5,1,1,2,0,0,Churn
5,1,1,4,2,5,5,4,5,2,6,Churn
5,4,5,4,5,4,3,2,3,0,1,Not churn
1,5,1,5,3,2,2,1,2,0,0,Churn
1,1,1,3,1,3,4,3,5,0,0,Churn
2,1,1,3,1,3,3,5,4,0,0,Churn
2,5,1,5,4,2,2,2,2,0,0,Churn
4,2,4,4,5,1,1,2,4,3,21,Churn
4,0,4,3,4,3,3,1,1,0,0,Churn
2,2,2,2,4,4,4,4,4,18,1,Not churn
2,0,2,3,2,3,5,4,2,0,0,Churn
3,3,3,1,4,5,5,5,5,0,2,Not churn
3,3,3,2,3,2,3,4,4,0,0,Churn
5,3,5,3,4,1,1,5,1,0,0,Not churn
4,4,4,5,4,5,5,2,5,0,0,Churn
3,5,3,2,5,4,4,3,4,0,0,Churn
2,2,2,4,3,1,1,2,1,0,6,Churn
4,3,1,4,4,4,2,2,5,0,0,Not churn
3,2,3,3,3,3,3,5,3,40,41,Churn
3,3,3,4,5,4,4,2,4,2,6,Not churn
2,3,2,2,3,2,2,2,2,1,0,Churn
1,2,1,1,4,1,1,1,1,0,0,Churn
4,4,4,5,5,3,3,2,3,0,0,Not churn
3,5,5,3,3,3,3,4,2,12,26,Churn
5,3,5,3,5,4,4,4,4,0,0,Not churn
2,4,2,1,2,1,3,3,5,0,1,Churn
1,1,1,3,3,3,5,3,4,0,0,Not churn
3,3,3,1,3,5,5,5,5,0,0,Not churn
4,4,4,4,5,5,5,5,5,0,0,Not churn
1,1,1,4,4,4,4,3,4,0,0,Not churn
4,3,2,4,1,4,4,4,4,38,27,Not churn
1,0,1,5,5,3,3,1,3,21,12,Churn
1,2,4,1,1,1,1,4,4,0,0,Churn
3,4,4,4,3,4,4,5,3,0,0,Not churn
4,2,4,4,4,4,1,1,4,0,1,Churn
2,4,2,2,2,2,4,5,4,39,48,Churn
3,5,3,5,4,4,4,3,4,0,1,Churn
5,4,5,1,5,1,5,2,4,0,0,Not churn
1,3,1,4,1,4,5,2,1,0,0,Churn
3,3,3,3,3,3,5,1,5,0,0,Churn
3,0,3,2,5,4,4,3,4,21,3,Churn
4,4,4,2,4,5,5,5,5,10,7,Not churn
4,5,5,4,4,4,2,2,1,0,0,Not churn
5,5,2,2,4,4,4,4,4,7,0,Not churn
2,1,2,1,2,1,2,1,1,2,0,Churn
4,1,0,2,0,2,1,4,4,0,0,Churn
2,1,2,2,2,2,5,3,1,0,0,Not churn
4,2,2,3,4,3,1,4,3,0,0,Churn
5,1,1,5,5,5,4,2,4,5,0,Not churn
3,3,3,5,5,5,4,2,5,0,0,Not churn
2,2,2,2,5,4,4,4,4,0,0,Not churn
3,5,5,2,1,3,3,3,3,5,0,Not churn
2,2,2,1,2,1,3,2,4,0,0,Churn
4,2,4,3,4,3,3,2,3,0,0,Churn
4,4,4,1,4,1,3,5,5,0,0,Not churn
3,5,5,3,3,3,4,2,4,0,0,Churn
2,3,3,4,3,4,2,1,4,19,15,Churn
4,4,5,5,5,5,2,5,4,0,0,Churn
3,5,3,4,1,4,4,3,4,0,2,Churn
1,1,1,4,4,1,1,1,1,0,0,Churn
3,0,3,4,3,4,3,4,5,0,0,Churn
4,3,4,4,4,4,4,3,1,67,53,Not churn
1,5,5,3,3,3,3,2,3,0,0,Churn
3,3,3,5,4,5,5,5,5,39,24,Not churn
3,2,2,3,3,2,5,4,3,219,213,Churn
2,2,2,1,2,1,3,4,4,0,0,Churn
1,1,1,5,3,5,5,5,5,0,0,Not churn
2,4,2,4,1,3,3,2,3,0,13,Churn
1,1,1,3,4,2,2,2,2,1,1,Not churn
1,1,1,4,1,4,2,5,4,4,0,Churn
3,2,3,2,3,2,2,2,3,0,0,Churn
3,1,4,3,3,3,3,3,3,0,14,Churn
3,3,2,2,4,4,4,4,4,107,111,Not churn
2,5,5,2,2,2,3,5,4,0,0,Churn
0,0,0,2,3,2,3,4,3,5,0,Not churn
5,5,5,5,1,5,4,4,5,150,149,Not churn
3,3,3,4,4,4,4,4,4,0,0,Not churn
3,3,3,1,3,5,5,5,5,0,0,Not churn
5,3,5,3,3,3,4,4,3,0,0,Not churn
2,3,2,2,2,2,2,4,3,0,10,Churn
3,3,3,3,3,3,2,2,3,10,52,Churn
1,5,2,1,2,1,4,2,1,0,0,Churn
2,4,4,1,4,2,2,2,2,0,13,Churn
2,2,2,1,2,1,3,4,3,15,0,Churn
2,2,2,5,1,4,4,4,4,5,4,Not churn
3,5,3,3,3,3,4,2,3,0,0,Churn
5,5,5,2,5,2,4,2,4,4,0,Not churn
2,5,0,5,0,5,3,2,4,0,0,Churn
1,1,1,3,4,5,5,5,5,0,0,Not churn
1,1,1,5,1,5,3,3,3,17,15,Churn
3,3,3,4,4,1,4,4,4,9,18,Not churn
4,4,4,4,5,4,3,3,5,0,0,Not churn
2,5,2,3,2,3,4,3,5,0,0,Churn
4,2,2,4,4,4,1,1,3,0,0,Not churn
3,2,3,2,3,2,4,4,4,4,6,Churn
5,5,5,2,5,2,4,3,5,23,19,Not churn
3,5,5,3,3,3,3,2,3,0,0,Churn
0,0,0,5,4,5,5,5,5,0,0,Not churn
3,4,3,4,3,4,1,5,1,1,0,Churn
2,0,1,5,1,5,3,2,4,29,19,Churn
2,4,2,3,2,3,5,5,4,0,0,Churn
3,5,3,3,5,4,4,3,4,0,0,Churn
5,5,5,5,5,3,2,4,5,0,0,Not churn
1,1,1,5,1,5,4,3,4,12,2,Churn
2,1,1,2,2,2,1,1,3,0,0,Churn
3,3,3,3,4,2,2,2,2,75,75,Not churn
2,3,3,3,3,2,2,1,2,49,38,Churn
4,5,5,4,4,4,1,2,3,17,37,Churn
3,0,3,3,3,3,5,5,2,10,9,Churn
2,3,2,5,2,5,2,3,3,0,19,Churn
5,1,1,5,4,5,2,5,3,0,0,Churn
4,4,4,5,4,5,5,2,4,2,0,Not churn
5,5,5,4,1,5,5,5,5,0,0,Not churn
4,4,4,5,4,4,4,4,4,0,0,Not churn
1,3,1,4,1,4,3,4,4,0,0,Churn
4,3,4,3,2,3,3,4,3,0,0,Churn
5,5,5,5,5,5,5,3,4,0,0,Not churn
0,5,0,3,0,3,4,2,5,34,32,Not churn
2,2,2,3,4,4,4,4,4,4,0,Not churn
3,4,3,4,3,4,5,2,5,0,0,Churn
2,2,2,4,1,2,2,2,2,0,0,Churn
2,3,2,5,2,5,1,1,4,0,13,Churn
2,2,2,4,2,4,3,3,5,0,1,Churn
4,4,3,5,3,5,4,2,4,108,120,Churn
5,1,5,4,5,4,2,2,3,0,0,Not churn
2,4,2,4,2,4,1,2,4,55,60,Churn
4,4,4,3,4,3,3,3,3,62,66,Churn
2,5,5,2,2,2,2,4,3,3,0,Churn
5,5,5,3,5,2,2,2,2,6,28,Not churn
4,4,4,4,4,4,4,5,3,0,2,Churn
3,2,2,3,3,3,2,2,3,0,0,Churn
3,3,4,3,4,4,4,4,4,0,0,Not churn
4,4,4,2,5,4,4,4,4,24,13,Not churn
2,1,1,2,2,2,3,4,4,4,0,Churn
2,4,2,1,2,1,3,3,5,0,3,Churn
3,3,3,5,4,4,4,4,4,2,0,Not churn
4,4,4,3,4,5,5,5,5,0,0,Not churn
1,0,0,1,1,1,3,2,5,0,0,Churn
1,5,1,3,1,3,5,5,5,3,4,Churn
2,2,5,5,4,5,5,5,5,0,0,Not churn
3,4,4,3,3,3,3,5,3,9,22,Churn
3,3,3,5,3,5,5,5,5,0,0,Not churn
1,1,1,3,4,4,4,4,4,55,39,Not churn
3,3,3,4,4,4,4,4,5,0,0,Not churn
2,2,2,3,2,3,4,3,4,0,0,Churn
4,2,2,2,3,4,4,4,4,0,0,Not churn
3,3,3,1,3,1,2,4,4,0,0,Churn
3,3,3,2,5,5,5,5,5,10,17,Not churn
4,4,4,3,1,4,4,4,4,0,0,Not churn
2,2,2,5,5,2,2,2,2,70,70,Not churn
4,3,3,4,3,4,3,3,3,58,65,Churn
5,5,4,5,4,5,5,5,5,30,16,Not churn
2,5,2,2,2,2,5,3,5,0,0,Churn
2,2,2,4,2,4,3,5,2,14,14,Churn
3,1,3,2,4,4,4,3,4,2,0,Churn
0,3,0,5,0,5,1,3,1,0,0,Not churn
3,5,5,2,2,3,3,3,3,14,0,Churn
4,4,4,5,5,3,3,3,3,0,0,Not churn
5,5,5,4,5,3,3,4,3,0,0,Not churn
3,3,3,2,3,2,4,4,5,40,38,Churn
1,5,1,2,1,2,4,5,4,0,0,Churn
3,3,3,4,4,4,5,2,4,0,26,Not churn
3,5,2,1,1,3,3,3,3,64,68,Churn
1,1,1,3,5,5,5,5,5,3,4,Not churn
1,1,1,1,4,5,5,4,5,0,0,Not churn
3,4,0,4,0,4,3,2,5,0,0,Churn
4,4,4,4,4,4,4,4,5,0,0,Not churn
3,3,3,2,5,2,2,2,2,0,0,Not churn
5,2,5,4,5,4,1,1,4,0,0,Not churn
2,1,1,2,2,2,3,1,4,0,0,Churn
2,5,2,2,5,2,2,2,2,0,0,Churn
1,1,1,4,4,5,5,5,5,116,124,Not churn
3,5,5,3,3,3,1,5,3,0,2,Churn
4,2,5,5,1,4,4,4,4,17,41,Not churn
3,3,3,2,3,2,4,4,4,4,8,Churn
2,1,1,5,1,5,4,2,5,22,61,Churn
2,3,2,5,2,5,1,5,4,3,24,Churn
1,3,3,4,3,1,1,1,1,8,7,Churn
4,5,5,4,5,4,4,4,5,1,1,Churn
3,1,3,3,3,3,3,2,4,0,4,Churn
0,0,1,5,1,5,1,3,3,0,0,Not churn
3,3,3,3,5,4,4,4,2,0,0,Churn
1,1,1,1,1,1,2,3,4,42,57,Churn
4,4,4,5,4,4,4,4,4,42,31,Not churn
1,1,4,2,4,2,4,4,4,16,25,Churn
2,2,2,3,2,3,3,3,3,0,1,Churn
2,2,2,1,2,1,1,2,3,0,0,Churn
4,4,4,5,5,5,4,3,5,9,13,Not churn
2,5,2,3,2,3,2,4,5,0,0,Churn
4,2,4,5,4,5,2,4,3,0,1,Churn
1,1,1,4,1,4,4,2,1,10,18,Churn
1,1,1,5,5,5,5,5,5,0,0,Not churn
2,2,2,2,3,5,5,4,5,25,17,Not churn
5,1,1,5,5,5,4,3,4,0,0,Not churn
1,5,1,4,1,4,4,1,3,2,3,Churn
1,1,2,5,4,5,5,2,3,0,0,Not churn
2,5,2,3,2,3,3,2,4,108,126,Churn
4,2,4,1,4,1,3,5,3,1,0,Churn
4,4,4,3,4,3,5,5,4,0,0,Not churn
4,4,4,3,4,5,5,5,5,50,58,Not churn
4,4,4,4,5,4,4,4,4,0,0,Not churn
3,3,3,4,4,4,5,4,1,82,75,Not churn
1,4,1,2,1,2,4,2,3,0,0,Churn
3,2,3,3,3,3,3,3,3,0,0,Churn
2,2,2,4,2,4,2,5,3,1,4,Churn
2,2,2,2,5,4,4,4,4,0,0,Not churn
4,5,5,4,4,4,4,4,4,0,0,Not churn
1,4,1,5,5,1,1,1,1,0,5,Churn
4,4,4,2,5,4,4,4,4,0,0,Not churn
4,2,4,3,4,3,1,3,2,33,14,Churn
1,1,1,2,4,5,5,5,5,0,11,Not churn
3,4,3,1,3,1,5,5,4,17,31,Churn
1,5,1,5,1,5,5,3,4,0,0,Churn
3,4,3,5,4,2,2,3,2,1,32,Churn
4,5,5,4,3,4,4,4,4,0,0,Churn
1,1,1,3,4,4,4,4,4,0,1,Not churn
5,5,5,3,5,4,4,4,4,0,0,Not churn
1,5,3,5,5,1,1,3,1,22,40,Churn
0,0,0,5,5,5,5,5,4,0,0,Not churn
2,2,2,1,1,4,4,4,4,0,0,Not churn
2,4,4,2,2,2,2,4,3,0,0,Churn
4,4,4,4,1,3,5,4,3,0,0,Not churn
1,5,1,5,1,5,4,5,5,47,39,Churn
4,4,4,5,4,5,5,5,5,0,0,Not churn
0,0,0,5,4,2,2,2,2,38,31,Not churn
3,3,3,2,2,4,4,4,4,0,0,Not churn
4,2,2,4,4,4,2,5,2,0,0,Not churn
3,5,3,5,4,4,4,3,4,0,0,Churn
1,4,4,4,4,1,1,1,1,27,40,Churn
2,1,1,1,4,2,2,2,2,6,0,Churn
2,0,2,5,2,5,3,3,5,0,0,Churn
2,3,3,2,1,2,2,1,4,2,0,Churn
0,0,0,3,0,3,5,4,4,0,4,Not churn
4,4,4,2,4,2,5,5,4,33,15,Churn
